"L101_volume","L102_volume","L103_volume","L104_volume","L106_volume","L107_volume","L108_volume","L101_occupancy","L102_occupancy","L103_occupancy","L104_occupancy","L106_occupancy","L107_occupancy","L108_occupancy","DAY","MIN.15.TIME"
121,137,117,148,174,98,74,1.73,2.439,2.44,7.323,3.977,1.535,1.456,11,591
110,122,109,138,171,100,79,1.732,2.283,2.322,7.048,4.214,1.496,1.535,11,592
103,114,102,143,152,106,72,1.575,2.442,2.086,8.268,3.621,1.929,1.376,11,593
125,107,113,131,162,91,74,1.967,2.283,2.479,7.442,3.542,1.495,1.336,11,594
119,106,128,114,180,75,77,2.008,2.284,2.52,7.007,4.329,1.336,1.653,11,595
103,161,97,173,152,113,74,1.732,3.777,2.166,12.206,3.938,2.046,1.535,11,596
143,154,148,177,230,131,109,2.282,3.584,2.914,11.773,6.103,2.955,2.283,11,597
159,172,174,224,221,137,129,3.111,4.134,4.29,15.316,16.891,2.952,3.347,11,598
243,276,259,310,379,201,192,4.647,7.56,6.377,26.971,12.128,5.001,5.236,11,599
278,312,311,402,439,229,264,6.064,7.954,7.599,34.608,13.742,5.237,7.401,11,600
329,398,362,276,441,324,289,8.622,13.859,11.103,81.261,17.048,10.631,12.246,11,601
343,428,388,285,484,375,321,9.215,17.56,11.299,93.978,21.418,10.986,9.293,11,602
408,386,428,259,502,363,372,16.538,62.091,17.678,100,31.065,9.725,13.229,11,603
436,374,432,175,426,352,359,18.663,59.531,35.317,90.001,42.798,10.474,17.166,11,604
475,304,454,161,538,338,389,55.515,100,45.908,100,43.862,9.292,24.569,11,605
461,404,510,243,462,387,439,82.999,97.878,42.248,100,80.122,11.223,22.245,11,606
435,480,521,312,504,441,392,74.494,89.965,27.285,100,61.303,17.601,16.456,11,607
469,455,456,395,570,393,368,69.769,49.137,25.003,81.812,42.129,19.371,18.468,11,608
474,509,466,390,635,331,409,70.045,19.333,32.324,52.367,29.649,81.028,18.309,11,609
411,498,477,424,664,371,403,67.131,18.192,24.136,48.39,31.459,41.38,21.853,11,610
438,523,471,338,561,362,399,69.572,17.284,26.695,78.116,40.042,11.537,20.947,11,611
419,519,391,344,538,357,403,80.083,23.939,36.736,85.082,50.437,44.687,19.765,11,612
453,498,482,303,608,381,421,58.666,21.341,37.837,100,32.759,56.148,19.214,11,613
433,432,438,213,477,332,382,88.786,35.042,29.411,100,63.944,11.615,39.767,11,614
417,449,479,260,399,361,399,78.391,22.838,24.846,100,79.258,10.828,58.35,11,615
451,509,462,340,577,417,520,51.027,19.057,25.867,85.987,42.367,20.631,35.279,11,616
422,471,450,402,595,342,346,69.335,14.252,54.099,65.32,42.798,25.83,58.234,11,617
399,481,517,294,383,377,389,80.476,16.693,39.608,98.623,85.911,10.039,31.105,11,618
437,500,472,300,491,357,367,70.594,23.545,34.531,95.396,71.306,12.049,24.924,11,619
382,505,507,312,500,367,378,84.651,41.184,33.034,97.798,71.42,36.106,26.183,11,620
369,417,407,267,612,335,357,78.707,44.884,65.596,100,48.311,14.883,36.223,11,621
442,475,480,230,517,331,376,67.958,37.954,25.869,100,51.344,17.796,66.147,11,622
440,423,462,240,638,488,405,75.991,98.782,47.051,100,29.726,20.121,64.885,11,623
433,453,435,267,645,554,379,65.831,89.218,43.626,100,30.907,27.324,51.539,11,624
445,475,373,269,623,530,373,74.808,22.678,46.815,100,25.043,24.607,41.855,11,625
404,489,302,333,512,538,368,73.903,15.355,50.752,83.429,35.633,33.624,68.114,11,626
400,521,339,311,543,525,411,80.123,23.663,47.679,85.987,52.721,21.142,61.109,11,627
444,479,378,251,636,559,369,66.895,41.184,63.312,100,30.356,24.963,55.003,11,628
456,436,441,247,566,466,350,68.982,80.633,44.845,100,41.537,22.284,39.926,11,629
433,446,454,231,546,401,333,69.337,94.453,48.035,100,30.594,10.908,40.555,11,630
418,474,446,273,536,396,371,26.575,45.239,52.761,100,57.249,11.968,36.971,11,631
403,431,417,255,557,347,336,39.1,14.451,46.657,82.995,33.506,23.152,25.158,11,632
450,498,497,293,545,369,336,64.255,24.176,68.197,95.79,55.79,37.523,18.072,11,633
446,513,483,293.110000000001,548,401,493,73.47,30.592,25.004,100,47.485,15.59,25.434,11,634
468,522,488,325,510,397,395,68.904,22.521,28.585,100,50.909,11.97,20.039,11,635
472,554,504,338,383,388,388,67.841,19.647,40.513,92.68,55.871,19.096,19.095,11,636
486,524,474,361,416,407,386,60.871,17.992,35.434,86.067,51.657,33.979,20.357,11,637
454,491,479,289,554,400,333,66.462,33.31,36.263,100,43.547,37.758,20.473,11,638
464,475,498,359.110000000001,521,440,340,62.918,14.528,45.162,93.861,36.303,19.017,22.758,11,639
494,491,445,355,507,430,365,61.58,15.75,27.523,92.327,34.964,15.002,22.166,11,640
465,517,450,332,510,397,338,45.671,18.465,37.366,95.868,37.485,10.671,15.789,11,641
463,514,440,395,476,403,329,36.145,18.703,29.018,83.979,41.106,18.585,19.844,11,642
423,499,438,365,662,421,369,16.929,30.002,37.284,95.004,36.499,13.978,15.236,11,643
504,515,456,275,592,396,336,18.94,22.6,28.269,100,24.412,12.127,18.545,11,644
471,409,442,339,530,372,355,21.417,70.32,21.182,87.049,36.617,12.088,21.3,11,645
422,416,456,385,592,412,329,28.387,98.151,35.042,83.036,29.412,30.436,19.961,11,646
453,481,434,382,543,347,362,20.395,63.311,47.759,89.257,29.49,52.365,22.757,11,647
456,496,456,422.220000000001,463,363,386,28.427,32.799,36.302,80.872,48.626,77.996,22.521,11,648
509,497,506,447,528,390,388,56.696,38.783,43.154,57.88,33.31,22.521,31.066,11,649
491,474,470,395,538,386,386,55.279,36.775,29.451,61.698,43.783,44.214,58.272,11,650
430,520,480,466,506,372,446,53.9,14.922,25.316,53.232,40.396,9.961,51.343,11,651
443,496,467,438.110000000001,517,449,466,57.879,15.788,41.382,59.769,40.239,13.938,34.922,11,652
428,485,442,319,501,338,353,48.941,18.701,31.813,81.383,43.902,8.937,32.956,11,653
506,520,489,383,515,409,368,27.521,19.49,54.098,76.541,37.128,14.331,31.617,11,654
471,531,464,367,620,412,351,22.364,18.624,29.252,78.943,25.317,13.663,17.009,11,655
455,527,444,387,590,401,386,18.584,20.201,38.074,73.311,25.829,9.961,23.112,11,656
475,527,450,364,618,386,391,30.828,20.671,37.168,89.965,33.742,11.774,26.734,11,657
495,514,477,331,577,402,360,38.114,18.151,39.374,96.067,31.972,10.434,18.978,11,658
487,543,478,381,519,415,335,18.819,20.355,28.703,90.517,34.687,11.576,24.648,11,659
461,520,442,297,583,414,371,32.206,25.043,55.635,95.238,28.584,10.827,23.742,11,660
480,499,471,369,626,418,490,61.856,21.067,33.309,79.966,22.956,14.648,41.066,11,661
497,546,488,392,631,419,361,50.279,23.979,32.326,96.46,27.128,18.347,23.31,11,662
446,473,457,443,621,423,340,21.224,16.379,22.442,59.414,22.915,27.64,18.111,11,663
474,454,440,401,581,391,336,16.694,11.654,34.017,49.139,18.663,12.717,11.616,11,664
450,457,418,404,567,388,303,22.838,13.427,18.072,56.777,19.489,9.45,11.141,11,665
407,443,443,403,562,381,315,15.354,53.939,25.947,54.375,18.545,10.277,16.892,11,666
362,464,351,425,493,386,290,10.631,15.552,14.251,48.231,15.198,9.409,10.276,11,667
426,446,463,439,574,370,346,12.56,12.993,23.073,37.758,19.333,8.858,14.766,11,668
422,425,427,399,561,347,313,12.717,14.292,38.113,31.616,17.561,8.189,13.348,11,669
373,418,390,381,503,352,257,9.331,10.748,19.332,37.285,16.064,7.913,8.464,11,670
365,411,349,419,431,364,277,9.687,12.954,12.639,32.049,13.388,8.546,8.858,11,671
359,410,399,395,522,393,276,10.512,12.087,15.866,29.805,17.245,12.088,10.118,11,672
341,359,382,397,492,368,245,9.214,9.923,26.498,29.452,14.45,8.227,13.505,12,673
331,366,324,350,416,350,231,8.739,9.251,9.962,29.294,14.962,7.677,9.448,12,674
328,282,381,317,486,293,275,8.072,10.433,11.616,21.537,14.252,6.18,16.614,12,675
298,272,305,291,381,244,188,7.245,6.97,8.111,20.08,12.559,4.922,4.486,12,676
287,243,287,272,420,220,228,6.456,6.182,9.962,17.403,10.591,4.37,5.708,12,677
294,275,284,291,397,248,209,7.009,7.047,9.961,19.805,9.606,4.962,4.962,12,678
189,250,226,248,308,231,152,3.741,6.142,6.022,16.065,7.916,4.96,3.228,12,679
204,200,212,239,301,180,145,3.662,4.172,4.449,13.94,8.66,3.071,3.15,12,680
175,182,177,203,234,159,120,3.111,3.7,7.755,11.458,6.023,2.757,2.4,12,681
151,209,154,238,221,152,108,2.519,4.29,3.031,12.638,5.828,2.598,2.205,12,682
151,195,167,219,219,179,119,2.52,3.858,4.567,12.717,6.062,3.031,2.679,12,683
124,149,155,162,220,129,112,2.046,2.756,29.885,8.699,5.001,2.243,2.401,12,684
120,128,115,150,184,126,93,2.086,2.599,2.479,8.741,4.489,2.164,1.968,12,685
101,134,118,164,159,121,69,1.651,2.52,2.52,8.623,4.251,2.125,1.339,12,686
95,116,80,140,132,104,79,1.848,2.281,1.691,8.309,3.149,1.848,1.536,12,687
109,122,123,145,193,115,93,1.849,2.401,2.717,8.859,4.37,1.771,1.969,12,688
96,112,100,139,125,99,62,1.536,2.203,2.401,8.309,3.228,1.732,1.141,12,689
101,104,110,134,140,85,80,1.536,1.969,2.715,7.284,3.346,1.337,1.613,12,690
99,112,121,123,176,88,81,1.457,2.323,2.558,7.206,4.645,1.494,1.654,12,691
117,139,120,144,166,89,77,1.968,3.425,2.597,10.512,4.015,1.81,1.615,12,692
142,180,143,191,222,129,115,2.361,4.568,3.03,15.159,5.826,2.953,2.756,12,693
179,195,194,218,284,142,155,3.504,5.118,4.607,16.891,8.071,3.269,4.016,12,694
253,248,267,286,387,191,206,4.725,6.063,6.654,20.828,11.89,4.489,5.786,12,695
293,302,333,340,444,237,282,6.813,8.463,9.331,33.506,16.183,5.512,8.661,12,696
315,371,348,296,468,287,281,7.165,13.742,11.535,70.041,17.405,7.598,8.347,12,697
333,381,402,183,495,319,293,8.977,18.939,11.852,100,17.995,8.78,11.772,12,698
381,376,396,187,543,349,348,10.473,60.123,28.663,100,26.536,9.372,20.003,12,699
463,320,484,194,637,343,398,79.14,98.898,44.255,100,32.481,8.623,14.293,12,700
498,292,523,157,652,328,405,84.455,99.135,35.042,100,33.977,8.504,21.615,12,701
466,333,549,222,618,364,394,74.06,100,41.106,100,36.46,31.105,18.898,12,702
477,358,505,222,599,355,377,67.052,99.766,27.051,100,33.39,34.255,17.875,12,703
362,448,496,280,555,407,417,83.233,98.349,24.449,100,44.531,32.523,27.757,12,704
319,496,467,335,431,347,352,89.53,45.946,19.491,98.781,66.031,88.35,20.79,12,705
391,506,485,312,462,347,430,70.437,21.025,24.372,99.214,65.555,74.178,25.476,12,706
385,538,476,317,322,393,378,73.941,19.844,15.947,98.426,92.327,90.439,21.693,12,707
411,499,485,341,514,362,300,70.673,18.034,24.41,89.688,47.798,29.058,16.339,12,708
409,454,478,232,510,301,365,68.588,23.742,23.427,100,42.996,88.942,74.729,12,709
403,384,518,220,625,320,483,81.62,86.226,22.757,100,35.555,26.024,48.547,12,710
429,368,459,206,499,323,484,76.622,100,43.823,100,46.697,24.688,36.97,12,711
438,396,421,219,454,350,378,70.242,97.757,42.996,100,65.084,56.973,27.561,12,712
427,401,455,232,549,500,346,58.823,99.568,27.68,100,43.9,24.096,32.208,12,713
453,461,486,304,599,400,344,51.855,91.028,54.02,99.843,35.121,18.388,66.698,12,714
433,422,487,234,614,332,350,54.966,80.751,39.885,100,27.523,67.919,69.335,12,715
435,402,408,240,629,401,391,65.909,97.049,45.908,100,31.578,50.986,62.838,12,716
447,417,343,260,624,476,368,60.319,96.027,54.807,100,30.633,52.405,55.123,12,717
441,452,450,255,583,380,334,64.77,70.868,47.366,100,38.979,30.71,73.117,12,718
467,460,454,247,543,398,352,66.621,16.222,29.649,100,46.695,25.277,68.942,12,719
431,440,495,310,620,387,381,62.605,48.902,41.065,100,29.49,17.009,66.774,12,720
395,498,438,279,597,376,345,82.564,28.27,30.591,100,40.947,12.6,32.719,12,721
433,471,485,268,635,385,378,64.808,26.892,35.395,98.78,39.885,14.688,33.822,12,722
449,457,480,362,611,392,367,63.822,14.332,34.609,82.642,36.972,13.9,31.97,12,723
452,500,465,332,633,347,394,65.242,27.011,52.72,94.726,31.539,49.651,43.939,12,724
452,456,462,294,531,486,348,68.115,21.381,65.95,100,52.131,30.554,39.217,12,725
435,463,430,256,580,402,506,67.211,18.191,58.272,100,44.808,13.662,65.124,12,726
461,493,443,261,561,390,435,63.272,22.166,58.311,100,63.586,15.907,35,12,727
430,454,459,271,656,419,392,65.832,25.791,44.926,100,28.584,15.513,54.1,12,728
475,417,436,230,601,429,342,66.187,77.364,54.887,100,33.389,18.505,30.83,12,729
439,425,488,259,600,425,376,74.099,78.86,44.924,100,31.026,29.924,24.49,12,730
480,506,488,296,502,461,338,69.375,46.107,33.822,100,42.405,38.703,25.159,12,731
461,390,492,231,623,394,349,72.092,97.994,43.745,100,36.931,12.993,27.878,12,732
462,455,495,270,703,426,367,70.635,93.862,41.656,100,31.813,13.033,55.122,12,733
454,396,499,201,680,398,361,68.352,91.973,62.486,100,32.996,13.466,28.742,12,734
461,434,465,232,591,409,347,68.785,88.194,57.84,100,33.506,12.284,29.57,12,735
481,380,498,223,613,382,337,70.713,98.545,31.972,100,25.475,18.506,44.689,12,736
467,449,486,276,586,402,318,62.327,53.151,28.546,100,27.64,24.53,20.553,12,737
484,481,438,293,572,368,360,60.123,23.82,31.499,97.442,30.198,42.484,21.852,12,738
480,536,428,407,574,395,311,60.043,18.584,28.427,81.423,21.733,71.146,13.937,12,739
436,472,440,335,568,386,292,20.788,16.891,23.269,88.31,19.096,37.287,10.04,12,740
444,486,472,378,590,367,378,25.515,17.049,42.012,62.799,30.16,17.008,20.239,12,741
473,516,476,283,592,379,357,48.193,39.845,29.885,98.19,28.703,68.194,17.679,12,742
468,522,436,292,562,287,355,75.793,49.847,18.859,99.922,24.924,92.8,23.585,12,743
449,514,500,316,614,316,394,70.833,80.556,30.081,100,28.073,97.757,19.333,12,744
481,513,485,315,601,401,382,62.643,44.885,28.231,100,25.278,86.386,25.08,12,745
473,462,459,251,622,335,351,31.42,86.814,29.53,100,27.05,89.454,64.217,12,746
498,454,476,284,433,262,504,26.578,97.208,29.294,100,50.045,97.01,41.656,12,747
492,450,478,256,533,322,568,40.476,95.516,41.933,100,37.718,94.295,43.349,12,748
409,466,467,273,425,331,466,80.832,96.617,44.728,100,49.729,96.422,31.42,12,749
445,446,544,253,555,350,393,79.847,45.986,41.224,100,36.499,88.864,24.254,12,750
449,550,515,315,610,384,378,57.603,21.852,40.122,94.215,33.9,83.353,49.375,12,751
537,515,493,272,579,395,483,43.035,28.861,45.476,100,35.436,51.264,63.193,12,752
497,496,485,260,634,401,452,62.211,39.963,45.28,100,29.057,13.466,27.563,12,753
466,492,451,226,551,412,394,73.235,54.845,34.254,100,34.491,13.544,29.964,12,754
486,499,482,354,549,379,382,62.643,35.002,33.113,91.419,38.073,11.418,21.654,12,755
506,504,497,282,645,398,402,67.209,32.837,53.902,100,33.074,15.317,34.335,12,756
514,498,507,289,595,385,394,66.186,22.837,54.415,100,36.222,13.348,29.806,12,757
483,466,511,411,605,404,400,69.925,15.867,44.727,78.509,33.152,17.284,30.513,12,758
451,492,474,378,609,385,417,74.178,16.299,44.609,71.698,32.798,27.524,41.499,12,759
502,480,513,345,655,368,364,58.313,19.292,46.539,83.704,28.349,54.768,18.978,12,760
492,461,447,417,611,383,427,67.917,15.197,28.625,52.17,26.773,11.772,26.066,12,761
483,531,485,363,645,407,376,67.249,17.521,38.033,88.902,31.261,11.772,19.37,12,762
422,437,460,354,609,398,340,48.98,13.464,20.672,66.696,22.324,10.906,18.585,12,763
428,461,435,383,563,351,315,12.955,15.671,27.599,50.832,27.876,8.623,15.907,12,764
412,379,419,410,568,347,327,13.702,15.867,22.482,42.562,18.034,7.875,12.874,12,765
381,357,375,335,565,345,293,11.535,11.024,29.688,50.949,17.522,7.127,10.907,12,766
378,365,349,378,526,336,278,11.182,11.892,17.01,48.547,21.066,6.812,12.086,12,767
325,332,318,357,453,304,252,8.268,9.922,11.418,35.121,12.442,6.457,9.096,12,768
326,357,326,371,442,317,264,8.111,9.726,15.157,32.483,12.914,7.205,8.346,13,769
346,336,354,372,464,330,275,8.623,10.513,10.631,31.143,12.481,6.575,9.254,13,770
284,290,264,283,375,288,200,6.771,10.749,7.205,26.302,9.569,5.945,10,13,771
305,288,285,302,392,301,226,6.574,8.976,14.726,23.269,11.457,6.261,5.551,13,772
203,257,271,277,292,258,196,31.931,7.559,7.993,19.333,22.601,4.962,4.568,13,773
258,293,272,298,331,279,184,5.592,8.464,6.458,26.34,8.545,5.393,4.407,13,774
237,242,249,276,339,225,186,4.211,5.078,7.285,15.749,9.645,4.37,4.214,13,775
247,202,235,241,315,197,181,4.607,4.448,5.984,13.269,8.624,3.584,4.014,13,776
196,206,194,254,244,200,133,3.465,4.291,4.45,14.333,10.944,3.464,2.756,13,777
159,174,169,202,231,163,119,2.639,3.386,4.056,10.553,6.418,2.795,2.638,13,778
192,180,174,202,247,161,122,3.346,3.189,3.661,10.945,6.693,2.559,2.557,13,779
136,158,136,183,211,124,109,2.559,3.069,2.952,10.474,5.591,2.166,2.284,13,780
134,142,129,160,200,124,91,2.244,2.756,2.873,9.097,5.118,2.046,1.968,13,781
117,135,108,165,144,117,73,2.085,2.441,2.441,8.86,4.408,1.928,1.574,13,782
117,142,113,160,170,125,80,2.007,2.953,2.321,9.528,4.095,2.086,1.614,13,783
133,123,128,143,188,93,97,2.243,2.165,2.836,7.834,4.685,1.536,1.967,13,784
126,120,104,141,153,104,68,2.126,2.598,2.202,10.316,3.584,2.402,1.299,13,785
98,118,102,139,146,95,78,1.613,2.481,2.127,7.834,3.938,1.692,1.496,13,786
129,115,137,131,194,88,97,2.087,2.322,2.952,8.269,4.764,1.612,2.086,13,787
130,150,135,160,195,106,95,2.361,3.781,3.189,11.574,5.118,2.164,1.968,13,788
154,171,164,189,244,131,134,2.717,4.252,3.544,15.396,6.694,3.426,3.189,13,789
189,192,200,218,358,161,162,3.385,4.724,4.882,16.695,15.63,3.582,4.567,13,790
249,257,261,309,352,198,195,5.355,6.653,6.654,26.025,12.877,4.488,6.259,13,791
266,321,276,359,402,261,257,6.102,9.647,7.442,40.988,13.977,6.615,7.757,13,792
286,321,300,265,396,263,249,6.419,11.497,8.465,67.324,14.411,7.482,6.929,13,793
378,417,392,233,461,334,307,10.945,15.788,12.402,86.339,31.342,11.497,13.819,13,794
422,426,417,319.110000000001,561,418,336,13.897,23.348,30.474,69.768,36.695,12.955,13.663,13,795
470,452,517,347,611,374,421,50.357,32.405,40.948,76.305,42.326,12.048,18.743,13,796
435,362,501,221,645,358,385,89.849,64.097,34.726,100,31.932,9.844,20.318,13,797
487,463,495,375,451,397,396,68.232,97.484,32.209,100,60.596,40.829,16.774,13,798
434,497,507,305,436,300,411,72.052,41.302,39.65,92.639,80.753,92.837,19.294,13,799
395,481,497,422,550,326,429,82.169,16.024,50.16,51.5,54.57,90.319,28.98,13,800
401,469,474,358,519,342,398,89.219,26.262,30.908,63.233,52.957,82.407,17.678,13,801
313,475,458,349,559,299,383,92.171,33.545,39.846,84.967,42.955,89.927,24.61,13,802
403,536,423,365,625,271,423,72.367,26.972,43.981,82.248,29.412,92.052,32.09,13,803
420,493,524,343,628,250,376,74.336,46.933,40.396,98.347,22.246,88.114,17.757,13,804
408,421,683,247,573,221,397,73.509,97.091,46.066,100,54.571,94.136,32.128,13,805
363,369,661,215,631,253,359,89.138,95.475,35.946,100,32.128,98.623,67.841,13,806
391,372,456,214,527,313,378,68.943,86.932,27.759,90.118,32.759,74.571,48.902,13,807
426,380,481,232,618,312,466,70.243,97.602,27.324,100,32.678,96.773,27.798,13,808
352,419,453,209,602,255,369,82.206,97.009,29.491,100,27.915,97.837,24.924,13,809
381,409,448,254,583,290,349,82.407,99.41,49.413,100,41.5,95.67,26.734,13,810
439,443,444,329,535,315,357,78.194,97.483,53.47,98.978,36.854,93.982,19.608,13,811
452,489,467,325,514,289,364,72.368,30.318,43.863,99.135,52.092,94.493,31.815,13,812
429,468,433,270,635,298,353,77.094,19.372,59.098,100,35.909,92.524,28.113,13,813
439,451,483,307,584,336,367,76.225,13.782,39.373,98.15,41.5,82.724,71.503,13,814
446,518,475,379,552,236,516,67.565,21.93,51.577,95.16,53.349,79.374,37.169,13,815
419,498,444,312,603,255,501,76.736,16.497,48.271,100,40.987,81.971,27.798,13,816
372,433,456,286,579,316,339,86.189,36.341,35.907,91.025,56.658,71.739,28.743,13,817
391,406,447,258,481,288,328,65.872,30.317,37.877,90.118,47.406,61.619,31.105,13,818
447,505,507,393,668,295,345,76.344,19.686,55.989,97.286,30.789,72.092,25.632,13,819
432,459,476,402,716,392,386,73.117,16.222,41.852,83.94,31.656,54.02,23.546,13,820
466,500,459,447.110000000001,599,422,352,73.472,17.838,36.263,59.531,39.216,40.948,66.975,13,821
437,497,524,439,581,397,402,78.549,16.654,43.27,65.123,54.336,20.041,42.916,13,822
428,500,486,416,674,383,372,83.47,19.962,52.839,76.776,28.27,11.93,21.853,13,823
442,530,438,334,611,437,373,73.548,20.986,49.138,97.678,36.577,15.198,31.301,13,824
475,525,450,333,682,454,375,69.968,21.732,47.797,93.154,25.554,17.169,26.93,13,825
414,497,458,284,310,399,326,72.525,15.71,48.664,99.686,63.036,19.451,29.607,13,826
380,470,439,246,333,403,304,65.558,21.773,34.885,90.118,54.216,27.009,28.976,13,827
485,494,464,310,417,322,410,65.083,31.419,32.129,98.23,48.663,78.745,29.254,13,828
491,472,510,260,265,408,425,64.573,33.153,53.824,100,84.849,50.752,45.436,13,829
467,476,519,248,318,394,377,70.36,38.823,49.453,100,70.321,37.995,30.672,13,830
423,492,460,309,535,351,388,77.171,20.356,37.917,98.977,39.097,30.751,29.098,13,831
457,490,493,451,339,406,344,73.982,15.12,39.334,73.589,56.699,31.145,26.497,13,832
464,504,471,436,425,377,366,70.714,15.869,52.604,62.643,45.909,16.694,28.665,13,833
455,499,443,413,430,375,425,67.37,18.072,34.569,67.171,52.603,28.27,53.667,13,834
450,496,494,441,481,393,352,74.455,17.836,26.617,63.745,43.194,15.08,35.909,13,835
448,522,486,398,404,399,355,68.153,18.073,33.505,72.051,52.642,12.009,32.601,13,836
459,521,448,310,428,414,378,71.539,17.404,26.144,94.649,48.861,19.017,33.94,13,837
421,513,491,253,604,412,365,63.863,50.475,38.35,100,31.497,37.878,18.782,13,838
301,528,513,282,389,393,394,79.297,48.507,32.838,100,48.23,49.886,33.35,13,839
464,508,458,341,428,393,370,46.697,25.356,38.665,97.127,47.286,79.376,25.474,13,840
466,554,435,375,468,360,339,45.672,21.536,42.6,89.807,42.68,89.85,16.143,13,841
282,509,464,377.110000000001,429,398,375,77.014,15.081,34.884,86.658,40.514,79.418,32.681,13,842
450,553,489,407,576,392,383,57.524,16.498,51.105,81.577,35.869,89.297,30.87,13,843
465,529,488,405,438,358,389,64.336,23.033,84.848,65.399,59.138,85.911,41.695,13,844
495,541,628,402,494,404,362,37.09,21.654,49.846,82.172,36.932,70.753,15.789,13,845
478,557,580,380,422,398,360,31.34,20.553,39.452,92.641,49.651,25.792,46.342,13,846
469,534,308,321,541,308,362,31.222,25.673,74.73,99.922,39.609,49.688,22.561,13,847
438,500,279,278,339,302,371,25.553,23.072,89.257,99.725,91.146,84.886,80.872,13,848
420,440,390,237,480,361,516,49.492,35.83,73.863,90.157,60.201,41.46,34.687,13,849
459,488,448,326,612,376,525,67.33,42.68,67.996,98.741,28.112,47.878,28.584,13,850
464,422,475,274,657,384,598,74.731,98.901,45.751,100,26.34,18.939,40.83,13,851
455,480,509,255,648,385,605,74.14,98.625,41.697,100,36.42,21.379,52.447,13,852
477,418,467,298,569,370,554,70.556,92.797,56.265,96.931,40.634,47.602,39.414,13,853
454,458,483,322,565,308,592,71.62,93.903,58.31,100,31.263,87.169,54.335,13,854
426,444,445,291,438,355,336,70.754,77.604,33.624,100,38.704,88.509,40.122,13,855
480,519,421,364,519,358,426,62.8,36.773,34.372,99.331,28.624,74.335,64.452,13,856
408,450,456,392,459,377,471,62.407,15.828,37.01,57.406,54.727,62.917,38.31,13,857
474,503,473,398,601,384,399,56.107,19.528,41.066,72.645,44.807,10.355,24.726,13,858
405,511,515,411,656,387,419,38.153,30.355,51.381,73.468,42.64,12.361,45.121,13,859
285,441,447,380,476,428,324,79.298,16.102,30.003,84.139,46.579,13.268,13.896,13,860
297,366,473,335,526,349,315,67.84,17.246,33.663,56.853,35.635,7.479,12.245,13,861
291,426,436,421,483,358,340,60.477,13.269,23.86,44.137,38.742,8.424,15.552,13,862
266,371,392,335,412,308,291,56.027,10.434,22.443,47.996,45.592,6.654,11.496,13,863
553,400,381,318,384,349,319,36.027,14.922,28.861,54.02,42.759,7.402,12.874,13,864
212,370,364,335,323,332,270,20.474,15.394,22.68,54.847,50.162,7.402,6.89,14,865
211,353,380,381,369,325,293,28.664,9.41,21.931,35.002,37.68,6.298,9.489,14,866
180,337,361,336,504,315,258,35.318,10.197,15.276,31.616,14.843,6.536,6.536,14,867
131,344,336,331,470,343,249,37.799,13.071,11.419,29.095,12.993,7.046,5.986,14,868
177,331,323,297,330,265,229,29.177,8.897,9.409,21.617,24.451,4.962,5.118,14,869
205,289,274,274,356,262,201,30.003,8.465,9.291,20.633,25.277,5.472,4.804,14,870
156,265,236,249,257,240,170,24.845,7.322,5.198,18.425,29.649,4.331,3.663,14,871
153,226,256,227,260,208,153,10.947,6.181,5.827,15.828,22.758,3.898,3.23,14,872
167,229,249,236,286,222,173,26.97,5.472,6.417,17.442,26.617,4.015,3.779,14,873
99,238,201,253,269,208,145,46.618,4.606,8.624,14.33,8.031,3.583,3.11,14,874
99,276,168,291,246,222,130,26.224,5.63,6.969,18.979,8.897,3.976,2.796,14,875
134,191,183,212,272,168,132,8.148,3.464,3.977,11.852,12.127,2.991,2.795,14,876
93,195,170,222,275,163,140,29.805,3.739,3.582,12.717,11.615,2.756,2.794,14,877
109,208,126,216,144,145,97,23.386,4.056,2.716,12.007,33.822,2.401,2.008,14,878
101,176,138,186,186,148,104,10.434,3.267,3.149,9.961,19.411,2.56,2.165,14,879
108,142,135,171,154,128,91,1.849,2.796,2.993,10.238,36.932,2.4,2.165,14,880
92,149,118,168,164,114,91,12.324,3.033,2.715,10.079,23.189,2.048,1.851,14,881
98,167,135,169,112,124,76,42.681,3.069,3.031,9.685,45.477,1.966,1.496,14,882
74,145,135,186,201,131,110,36.068,3.07,2.912,11.536,24.491,2.245,2.441,14,883
59,160,148,183,222,120,94,34.688,3.938,3.545,12.247,6.142,2.204,2.007,14,884
103,186,129,207,200,129,103,1.652,4.726,2.796,14.569,6.694,2.834,3.07,14,885
53,219,199,246,260,169,150,37.799,5.789,4.922,19.136,23.703,3.898,3.859,14,886
58,276,279,324,403,216,227,46.106,7.007,6.89,28.783,12.952,5.158,6.457,14,887
271,326,293,356,460,238,269,13.583,9.292,8.425,38.154,17.047,5.748,8.033,14,888
254,357,393,373,537,331,329,44.767,12.56,12.246,65.161,23.152,9.804,10.591,14,889
257,360,332,255,434,292,254,27.956,24.214,22.798,67.995,18.585,7.166,10.473,14,890
342,374,454,186,480,364,382,40.436,91.578,34.412,100,38.311,10.788,35.711,14,891
399,434,491,291,677,393,374,66.579,77.722,46.736,100,34.059,13.153,14.411,14,892
429,327,504,190,500,365,372,86.03,87.876,25.749,100,51.025,11.968,15.63,14,893
480,407,485,342,556,355,382,64.847,98.977,26.38,97.954,45.043,28.035,19.805,14,894
